id,name,chapter,subsection,tags,suji,xingwei,guijing,gongxiao,zhuzhi,yongfa,jinji,yaoli,jianjie,file
203,水蛭,活血化瘀药,破血消癥药,,破血通经、逐瘀消癥为要,咸、苦，平；有小毒,肝经,破血通经；逐瘀消癥,血瘀经闭，癥瘕积聚；跌打损伤，心腹疼痛,煎服，1～3g；研末吞服，0.3～0.5g,有小毒，孕妇忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/破血消癥药/水蛭.md
204,穿山甲,活血化瘀药,破血消癥药,,活血消癥、通经下乳为要,咸，微寒,肝、胃经,活血消癥；通经下乳；消肿排脓；搜风通络,癥瘕积聚，血瘀经闭；乳汁不通，产后缺乳；痈肿疮毒初起或脓成不溃；风湿痹痛，中风瘫痪,煎服，3～10g；研末服，每次1～1.5g,孕妇忌用；痈肿已溃者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/破血消癥药/穿山甲.md
205,莪术,活血化瘀药,破血消癥药,,行气破血、消积止痛为要,辛、苦，温,肝、脾经,行气破血；消积止痛,癥瘕痞块，瘀血经闭，胸痹心痛；食积脘腹胀痛,煎服，6～9g；醋制增强止痛,孕妇忌用；月经过多者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/破血消癥药/莪术.md
206,虻虫,活血化瘀药,破血消癥药,,破血逐瘀、散积消癥为要,苦、微咸，微寒；有小毒,肝经,破血逐瘀；散积消癥,血瘀经闭，癥瘕积聚；跌打损伤，瘀滞肿痛,煎服，1～1.5g；研末吞服，0.3g,有小毒，孕妇忌用；体虚无瘀者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,活血化瘀药/破血消癥药/虻虫.md
207,山楂,消食药,,,消食健胃、行气散瘀为要,酸、甘，微温,脾、胃、肝经,消食健胃；行气散瘀；化浊降脂,肉食积滞，脘腹胀满，泻痢腹痛；瘀血经闭，产后瘀阻，胸痹心痛；高脂血症,煎服，9～12g；生用消食散瘀，炒焦消食导滞,脾胃虚弱而无积滞者慎用；孕妇慎用；胃酸过多者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,消食药/山楂.md
208,神曲,消食药,,,消食和胃为要,甘、辛，温,脾、胃经,消食和胃,饮食积滞，脘腹胀满，食少纳呆,煎服，6～15g；炒焦用消食力强,胃阴虚者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,消食药/神曲.md
209,莱菔子,消食药,,,消食除胀、降气化痰为要,辛、甘，平,肺、脾、胃经,消食除胀；降气化痰,饮食停滞，脘腹胀痛，大便秘结；痰壅喘咳,煎服，6～10g；生用吐风痰，炒用消食下气化痰,气虚无食积、痰滞者慎用；不宜与人参同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,消食药/莱菔子.md
210,谷芽,消食药,,,消食和中、健脾开胃为要,甘，温,脾、胃经,消食和中；健脾开胃,食积不消，腹胀口臭；脾虚食少,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,消食药/谷芽.md
211,鸡内金,消食药,,,健胃消食、涩精止遗为要,甘，平,脾、胃、小肠、膀胱经,健胃消食；涩精止遗；通淋化石,食积不消，呕吐泻痢，小儿疳积；遗精遗尿；石淋涩痛，胆结石,煎服，3～10g；研末服，每次1.5～3g,脾虚无积者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,消食药/鸡内金.md
212,麦芽,消食药,,,行气消食、健脾开胃为要,甘，平,脾、胃经,行气消食；健脾开胃；回乳消胀,食积不消，脘腹胀痛，脾虚食少；乳汁郁积，乳房胀痛，断乳,煎服，10～15g；回乳炒用60g,哺乳期妇女不宜使用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,消食药/麦芽.md
213,常山,涌吐药,,,涌吐痰涎、截疟为要,苦、辛，寒；有毒,肺、心、肝经,涌吐痰涎；截疟,胸中痰饮；疟疾,煎服，5～9g；涌吐可生用，截疟宜酒炒用,有毒，体虚、孕妇及久病体弱者忌用；不宜过量久服,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,涌吐药/常山.md
214,瓜蒂,涌吐药,,,涌吐痰食、祛湿退黄为要,苦，寒；有毒,胃经,涌吐痰食；祛湿退黄,痰涎宿食，壅塞上脘，胸中痞硬，烦懊不眠；湿热黄疸,煎服，3～6g；入丸散服，0.3～1g；外用适量,有毒，体虚、失血及上部无实邪者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,涌吐药/瓜蒂.md
215,胆矾,涌吐药,,,涌吐痰涎、解毒收湿为要,酸、涩、辛，寒；有毒,肝、胆经,涌吐痰涎；解毒收湿；祛腐蚀疮,风痰壅塞，喉痹；癫痫；口疮，牙疳；疮疡不敛，胬肉,温水化服，0.3～0.6g；外用适量,有毒，体虚者忌用；过量可致中毒,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,涌吐药/胆矾.md
216,牡丹皮,清热药,清热凉血药,,清热凉血、活血化瘀为要,苦、辛，微寒,心、肝、肾经,清热凉血；活血化瘀,温毒发斑、血热吐衄；温病后期阴虚发热；血滞经闭、痛经；跌打损伤；痈肿疮毒,煎服，6～12g,血虚有寒、月经过多及孕妇不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热凉血药/牡丹皮.md
217,玄参,清热药,清热凉血药,,清热凉血、泻火解毒为要,甘、苦、咸，微寒,肺、胃、肾经,清热凉血；泻火解毒；滋阴,温邪入营、温毒发斑；热病伤阴；咽喉肿痛、痈肿疮毒；瘰疬痰核；劳嗽咳血,煎服，9～15g,脾胃虚寒、食少便溏者不宜；反藜芦,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热凉血药/玄参.md
218,生地黄,清热药,清热凉血药,,清热凉血、养阴生津为要,甘、苦，寒,心、肝、肾经,清热凉血；养阴生津,热入营血、温毒发斑；血热吐衄；热病伤阴、舌绛烦渴；阴虚内热、骨蒸劳热；津伤口渴、内热消渴,煎服，10～15g,脾虚湿滞、腹满便溏者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热凉血药/生地黄.md
219,紫草,清热药,清热凉血药,,清热凉血、活血为要,甘、咸，寒,心、肝经,清热凉血；活血；解毒透疹,温毒发斑、血热毒盛；麻疹不透、疮疡湿疹,煎服，3～10g,脾虚便溏者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热凉血药/紫草.md
220,赤芍,清热药,清热凉血药,,清热凉血、散瘀止痛为要,苦，微寒,肝经,清热凉血；散瘀止痛,温毒发斑、血热吐衄；目赤肿痛；肝郁胁痛；经闭痛经、癥瘕腹痛；跌打损伤；痈肿疮疡,煎服，6～12g,血寒经闭者不宜；反藜芦,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热凉血药/赤芍.md
221,决明子,清热药,清热泻火药,,清肝明目、润肠通便为要,甘、苦、咸，微寒,肝、大肠经,清肝明目；润肠通便,目赤肿痛、羞明多泪；目暗不明；肠燥便秘,煎服，9～15g，打碎用,气虚便溏者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/决明子.md
222,夏枯草,清热药,清热泻火药,,清热泻火、明目为要,辛、苦，寒,肝、胆经,清热泻火；明目；散结消肿,肝火上炎目赤肿痛、头痛眩晕；瘰疬瘿瘤,煎服，9～15g,脾胃虚弱者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/夏枯草.md
223,天花粉,清热药,清热泻火药,,清热泻火、生津止渴为要,甘、微苦，微寒,肺、胃经,清热泻火；生津止渴；消肿排脓,热病口渴、消渴；肺热燥咳；疮疡肿毒,煎服，10～15g,孕妇忌用；不宜与乌头类药材同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/天花粉.md
224,密蒙花,清热药,清热泻火药,,清热泻火、养肝明目为要,甘，微寒,肝、胆经,清热泻火；养肝明目；退翳,目赤肿痛、多泪、目生翳膜；肝虚目暗,煎服，3～9g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/密蒙花.md
225,栀子,清热药,清热泻火药,,泻火除烦、清热利湿为要,苦，寒,心、肺、三焦经,泻火除烦；清热利湿；凉血解毒；外用消肿止痛,热病心烦；湿热黄疸；血淋涩痛；血热吐衄；疮疡肿毒,煎服，5～10g,脾虚便溏者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/栀子.md
226,淡竹叶,清热药,清热泻火药,,清热泻火、除烦止渴为要,甘、淡，寒,心、胃、小肠经,清热泻火；除烦止渴；利尿通淋,热病烦渴；口疮尿赤；热淋涩痛,煎服，6～10g,体虚有寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/淡竹叶.md
227,知母,清热药,清热泻火药,,清热泻火、滋阴润燥为要,苦、甘，寒,肺、胃、肾经,清热泻火；滋阴润燥,热病烦渴；肺热燥咳；骨蒸潮热；内热消渴,煎服，6～12g,脾虚便溏者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/知母.md
228,石膏,清热药,清热泻火药,,生用：清热泻火，除烦止渴、煅用：敛疮生肌，收湿止血为要,甘、辛，大寒,肺、胃经,生用：清热泻火，除烦止渴；煅用：敛疮生肌，收湿止血,温热病气分实热证（壮热烦渴）；肺热喘咳；胃火牙痛、头痛；疮疡溃后不敛（煅用）,煎服，15～60g，先煎；内服宜生用,脾胃虚寒及阴虚内热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/石膏.md
229,竹叶,清热药,清热泻火药,,清热泻火、除烦为要,甘、辛、淡，寒,心、胃、小肠经,清热泻火；除烦；生津；利尿,热病烦渴；口疮尿赤；热淋,煎服，6～15g,阴虚火旺、骨蒸潮热者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/竹叶.md
230,芦根,清热药,清热泻火药,,清热泻火、生津止渴为要,甘，寒,肺、胃经,清热泻火；生津止渴；除烦；止呕；利尿,热病烦渴；胃热呕哕；肺热咳嗽、肺痈吐脓；热淋涩痛,煎服，15～30g,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/芦根.md
231,谷精草,清热药,清热泻火药,,疏散风热、明目退翳为要,辛、甘，平,肝、肺经,疏散风热；明目退翳,目赤肿痛、目生翳障、风热头痛,煎服，5～10g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/谷精草.md
232,青葙子,清热药,清热泻火药,,清热泻火、明目退翳为要,苦，微寒,肝经,清热泻火；明目退翳,肝热目赤、目生翳膜；视物昏花,煎服，9～15g,青光眼患者禁用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热泻火药/青葙子.md
233,白鲜皮,清热药,清热燥湿药,,清热燥湿、祛风解毒为要,苦，寒,脾、胃、膀胱经,清热燥湿；祛风解毒,湿热疮毒、湿疹疥癣；湿热黄疸；风湿热痹,煎服，5～10g,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/白鲜皮.md
234,秦皮,清热药,清热燥湿药,,清热燥湿、收涩止痢为要,苦、涩，寒,肝、胆、大肠经,清热燥湿；收涩止痢；明目,湿热泻痢；目赤肿痛、目生翳膜,煎服，6～12g,脾胃虚寒者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/秦皮.md
235,苦参,清热药,清热燥湿药,,清热燥湿、杀虫为要,苦，寒,心、肝、胃、大肠、膀胱经,清热燥湿；杀虫；利尿,湿热泻痢、便血、黄疸；湿热带下、阴肿阴痒；湿热蕴结小便不利,煎服，3～10g,脾胃虚寒者忌用；反藜芦,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/苦参.md
236,黄柏,清热药,清热燥湿药,,清热燥湿、泻火除蒸为要,苦，寒,肾、膀胱、大肠经,清热燥湿；泻火除蒸；解毒疗疮,湿热下注带下、淋浊、足膝肿痛；阴虚火旺、骨蒸盗汗；疮疡肿毒,煎服，3～12g,脾胃虚寒者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/黄柏.md
237,黄芩,清热药,清热燥湿药,,清热燥湿、泻火解毒为要,苦，寒,肺、胆、脾、胃、大肠、小肠经,清热燥湿；泻火解毒；止血；安胎,湿温、暑湿；肺热咳嗽；血热吐衄；胎动不安；疮痈肿毒,煎服，3～10g,脾胃虚寒者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/黄芩.md
238,黄连,清热药,清热燥湿药,,清热燥湿、泻火解毒为要,苦，寒,心、脾、胃、肝、胆、大肠经,清热燥湿；泻火解毒,湿热痞满、泻痢；心火亢盛、心烦不寐；胃火牙痛；痈肿疮毒,煎服，2～5g,脾胃虚寒者忌用；苦燥伤阴，阴虚津伤者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/黄连.md
239,龙胆,清热药,清热燥湿药,,清热燥湿、泻肝胆火为要,苦，寒,肝、胆、膀胱经,清热燥湿；泻肝胆火,湿热黄疸、阴肿阴痒、带下；肝火头痛、目赤耳聋；肝经热盛惊风抽搐,煎服，3～6g,脾胃虚寒者忌用；阴虚津伤者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清热燥湿药/龙胆.md
240,地骨皮,清热药,清虚热药,,凉血除蒸、清肺降火为要,甘，寒,肺、肝、肾经,凉血除蒸；清肺降火,阴虚发热、骨蒸盗汗；肺热咳嗽；血热吐衄；内热消渴,煎服，9～15g,外感风寒发热及脾虚便溏者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清虚热药/地骨皮.md
241,白薇,清热药,清虚热药,,清热凉血、利尿通淋为要,苦、咸，寒,胃、肝、肾经,清热凉血；利尿通淋；解毒疗疮,阴虚发热、产后虚热；热淋、血淋；疮痈肿毒、毒蛇咬伤,煎服，5～10g,脾胃虚寒、食少便溏者不宜,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清虚热药/白薇.md
242,胡黄连,清热药,清虚热药,,退虚热、除疳热为要,苦，寒,肝、胃、大肠经,退虚热；除疳热；清湿热,骨蒸潮热；小儿疳热；湿热泻痢、痔疮肿痛,煎服，3～10g,脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清虚热药/胡黄连.md
243,银柴胡,清热药,清虚热药,,退虚热、清疳热为要,甘，微寒,肝、胃经,退虚热；清疳热,阴虚发热、骨蒸劳热；疳积发热,煎服，3～9g,外感风寒、血虚无热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清虚热药/银柴胡.md
244,青蒿,清热药,清虚热药,,清透虚热、凉血除蒸为要,苦、辛，寒,肝、胆经,清透虚热；凉血除蒸；解暑；截疟,温邪伤阴、夜热早凉；阴虚发热、骨蒸劳热；暑热外感；疟疾寒热,煎服，6～12g，后下,脾胃虚弱、肠滑泄泻者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,清热药/清虚热药/青蒿.md
245,丁香,温里药,,,温中降逆、散寒止痛为要,辛，温,脾、胃、肺、肾经,温中降逆；散寒止痛；温肾助阳,胃寒呕吐，呃逆；脘腹冷痛；阳痿，宫冷,煎服，1～3g,热证及阴虚内热者忌用；不宜与郁金同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/丁香.md
246,吴茱萸,温里药,,,散寒止痛、降逆止呕为要,辛、苦，热；有小毒,肝、脾、胃、肾经,散寒止痛；降逆止呕；助阳止泻,寒凝疼痛，厥阴头痛，寒疝腹痛，痛经；胃寒呕吐；虚寒泄泻，五更泄泻,煎服，2～5g；外用适量,有小毒，不宜多服久服；阴虚有热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/吴茱萸.md
247,小茴香,温里药,,,散寒止痛、理气和胃为要,辛，温,肝、肾、脾、胃经,散寒止痛；理气和胃,寒疝腹痛，睾丸偏坠，痛经；脘腹胀痛，食少吐泻,煎服，3～6g,阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/小茴香.md
248,干姜,温里药,,,温中散寒、回阳通脉为要,辛，热,脾、胃、肾、心、肺经,温中散寒；回阳通脉；温肺化饮,脘腹冷痛，呕吐泄泻；亡阳证；寒饮喘咳,煎服，3～10g,阴虚内热、血热妄行者忌用；孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/干姜.md
249,肉桂,温里药,,,补火助阳、引火归元为要,辛、甘，大热,肾、脾、心、肝经,补火助阳；引火归元；散寒止痛；温通经脉,阳痿宫冷，腰膝冷痛；心腹冷痛，寒疝腹痛；痛经经闭；阴疽流注；虚阳上浮,煎服，1～5g，后下；研末冲服，每次1～2g,阴虚火旺、里有实热、血热妄行者及孕妇忌用；不宜与赤石脂同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/肉桂.md
250,胡椒,温里药,,,温中散寒、下气消痰为要,辛，热,胃、大肠经,温中散寒；下气消痰,胃寒腹痛，呕吐泄泻；癫痫痰多,煎服，0.6～1.5g，研粉吞服,阴虚有热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/胡椒.md
251,花椒,温里药,,,温中止痛、杀虫止痒为要,辛，温；有小毒,脾、胃、肾经,温中止痛；杀虫止痒,脘腹冷痛，呕吐泄泻；虫积腹痛；湿疹阴痒,煎服，3～6g；外用适量,有小毒，孕妇慎用；阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/花椒.md
252,荜茇,温里药,,,温中散寒、下气止痛为要,辛，热,胃、大肠经,温中散寒；下气止痛,胃寒腹痛，呕吐泄泻，呃逆；牙痛,煎服，1～3g,阴虚火旺者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/荜茇.md
253,附子,温里药,,,回阳救逆、补火助阳为要,辛、甘，大热；有毒,心、肾、脾经,回阳救逆；补火助阳；散寒止痛,亡阳虚脱，肢冷脉微；阳痿宫冷，心腹冷痛，虚寒吐泻，寒疝腹痛；阴寒水肿，阳虚外感；寒湿痹痛,煎服，3～15g，先煎0.5～1小时，至口尝无麻辣感,有毒，孕妇禁用；不宜与半夏、瓜蒌、贝母、白蔹、白及同用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/附子.md
254,高良姜,温里药,,,温胃止呕、散寒止痛为要,辛，热,脾、胃经,温胃止呕；散寒止痛,胃寒冷痛，呕吐泄泻,煎服，3～6g,阴虚有热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,温里药/高良姜.md
255,乌药,理气药,,,行气止痛、温肾散寒为要,辛，温,肺、脾、肾、膀胱经,行气止痛；温肾散寒,寒凝气滞，胸腹胀痛，疝气疼痛，痛经；膀胱虚冷，遗尿尿频,煎服，3～10g,气虚及内热者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/乌药.md
256,九香虫,理气药,,,理气止痛、温中助阳为要,咸，温,肝、脾、肾经,理气止痛；温中助阳,胸胁胀痛，肝胃气痛；肾阳不足，腰膝酸软，阳痿,煎服，3～9g,阴虚阳亢者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/九香虫.md
257,佛手,理气药,,,疏肝理气、和胃止痛为要,辛、苦，温,肝、脾、胃、肺经,疏肝理气；和胃止痛；燥湿化痰,肝郁气滞，胸胁胀痛；脾胃气滞，脘腹胀痛，呕恶食少；咳嗽痰多,煎服，3～10g,阴虚血燥、气无郁滞者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/佛手.md
258,刀豆,理气药,,,降气止呃、温肾助阳为要,甘，温,胃、肾经,降气止呃；温肾助阳,虚寒呃逆，呕吐；肾虚腰痛,煎服，9～15g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/刀豆.md
259,川楝子,理气药,,,疏肝泄热、行气止痛为要,苦，寒；有小毒,肝、小肠、膀胱经,疏肝泄热；行气止痛；杀虫,肝郁化火，胸胁脘腹胀痛，疝气疼痛；虫积腹痛,煎服，3～10g,有小毒，不宜过量或久服；脾胃虚寒者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/川楝子.md
260,木香,理气药,,,行气止痛、健脾消食为要,辛、苦，温,脾、胃、大肠、三焦、胆经,行气止痛；健脾消食,胸胁脘腹胀痛，泻痢后重；食积不消，不思饮食,煎服，3～6g；生用行气力强，煨用止泻,阴虚津亏、火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/木香.md
261,枳壳,理气药,,,理气宽中、行滞消胀为要,苦、辛、酸，微寒,脾、胃经,理气宽中；行滞消胀,胸胁气滞，胀满疼痛，食积不化，痰饮内停,煎服，3～10g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/枳壳.md
262,枳实,理气药,,,破气消积、化痰散痞为要,苦、辛、酸，微寒,脾、胃经,破气消积；化痰散痞,积滞内停，痞满胀痛，泻痢后重，大便不通；痰滞气阻，胸痹结胸；胃下垂、子宫脱垂、脱肛,煎服，3～10g,孕妇慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/枳实.md
263,柿蒂,理气药,,,降逆止呃为要,苦、涩，平,胃经,降逆止呃,呃逆,煎服，5～10g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/柿蒂.md
264,檀香,理气药,,,行气温中、开胃止痛为要,辛，温,脾、胃、心、肺经,行气温中；开胃止痛,寒凝气滞，胸膈不舒，脘腹疼痛；心腹疼痛,煎服，2～5g，后下,阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/檀香.md
265,沉香,理气药,,,行气止痛、温中止呕为要,辛、苦，微温,脾、胃、肾经,行气止痛；温中止呕；纳气平喘,胸腹胀闷疼痛；胃寒呕吐呃逆；肾虚气逆喘急,煎服，1～5g，后下或磨汁冲服,阴虚火旺、气虚下陷者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/沉香.md
266,玫瑰花,理气药,,,行气解郁、活血止痛为要,甘、微苦，温,肝、脾经,行气解郁；活血止痛,肝胃气痛，食少呕恶；月经不调，经前乳房胀痛；跌打伤痛,煎服，3～6g,阴虚火旺者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/玫瑰花.md
267,甘松,理气药,,,理气止痛、开郁醒脾为要,辛、甘，温,脾、胃经,理气止痛；开郁醒脾；外用祛湿消肿,脘腹胀满疼痛；思虑伤脾，不思饮食；湿脚气,煎服，3～6g；外用适量,气虚血热者忌用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/甘松.md
268,绿萼梅,理气药,,,疏肝和中、化痰散结为要,微酸、涩，平,肝、胃、肺经,疏肝和中；化痰散结,肝胃气痛，胸闷胁胀；梅核气,煎服，3～6g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/绿萼梅.md
269,荔枝核,理气药,,,行气散结、祛寒止痛为要,甘、微苦，温,肝、胃经,行气散结；祛寒止痛,疝气疼痛，睾丸肿痛；胃脘久痛，痛经，产后腹痛,煎服，5～10g,无寒湿滞气者勿用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/荔枝核.md
270,薤白,理气药,,,通阳散结、行气导滞为要,辛、苦，温,心、肺、胃、大肠经,通阳散结；行气导滞,胸痹心痛，脘腹痞满胀痛；泻痢后重,煎服，5～10g,气虚无滞、胃弱纳呆者不宜用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/薤白.md
271,陈皮,理气药,,,理气健脾、燥湿化痰为要,苦、辛，温,肺、脾经,理气健脾；燥湿化痰,脘腹胀满，食少吐泻；咳嗽痰多,煎服，3～10g,气虚证、阴虚燥咳、吐血者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/陈皮.md
272,青皮,理气药,,,疏肝破气、消积化滞为要,苦、辛，温,肝、胆、胃经,疏肝破气；消积化滞,肝郁气滞，胸胁胀痛，疝气疼痛；食积腹痛；癥瘕积聚，久疟癖块,煎服，3～10g,气虚者慎用；醋炙疏肝止痛力强,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/青皮.md
273,香橼,理气药,,,疏肝解郁、理气和中为要,辛、苦、酸，温,肝、脾、肺经,疏肝解郁；理气和中；燥湿化痰,肝郁胸胁胀痛；脾胃气滞，脘腹胀痛，呕恶食少；咳嗽痰多,煎服，3～10g,阴虚血燥者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/香橼.md
274,香附,理气药,,,疏肝解郁、理气宽中为要,辛、微苦、微甘，平,肝、脾、三焦经,疏肝解郁；理气宽中；调经止痛,肝郁气滞，胸胁胀痛，疝气疼痛，乳房胀痛；月经不调，经闭痛经；脾胃气滞，脘腹痞闷,煎服，6～10g,气虚无滞、阴虚血热者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,理气药/香附.md
275,丝瓜络,祛风湿药,祛风寒湿药,,祛风通络、化痰解毒为要,甘，平,肺、胃、肝经,祛风通络；化痰解毒,风湿痹痛，筋脉拘挛；胸胁疼痛；乳汁不通；痰热咳嗽,煎服，5～12g,无明显禁忌,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/丝瓜络.md
276,乌梢蛇,祛风湿药,祛风寒湿药,,祛风、通络为要,甘，平,肝经,祛风；通络；止痉,风湿顽痹，麻木拘挛；中风口眼歪斜，半身不遂；小儿惊风，破伤风；麻风、疥癣,煎服，6～12g；研末吞服，2～3g,血虚生风者慎用,（待补充：主要成分与药理作用）,（写下你的体会：配伍、方剂、临床思路等）,祛风湿药/祛风寒湿药/乌梢蛇.md
